"TELFS2","UNEMPLOYRATE","TEAGE","PEEDUCA","PEMARITL","PTDTRACE","CHILD","TESEX","SEASON","WEEKDAY","GEREG"
"Employed",3.2,39,"Bachelor/Master's and above","Married","White",0,"male","Summer",0,"Midwest"
"Employed",3.9,45,"Bachelor/Master's and above","Not Married","White",0,"female","Summer",0,"Northeast"
"Employed",3.3,30,"Bachelor/Master's and above","Married","White",1,"male","Summer",1,"South"
"Not in the labor force",3.2,58,"High School Degree","Not Married","White",0,"male","Summer",0,"Midwest"
"Employed",4.2,26,"High School Degree","Not Married","White",0,"male","Summer",0,"West"
"Employed",3.9,33,"High School Degree","Married","Hispanic",1,"male","Summer",0,"West"
"Employed",3.5,40,"High School Degree","Not Married","Black",0,"male","Summer",1,"South"
"Employed",3.3,54,"Bachelor/Master's and above","Married","White",0,"male","Summer",0,"South"
"Not in the labor force",3.2,57,"Bachelor/Master's and above","Married","White",0,"female","Summer",1,"Midwest"
"Employed",4.3,53,"Bachelor/Master's and above","Married","Black",1,"male","Summer",1,"South"
"Employed",2.6,38,"Bachelor/Master's and above","Married","White",1,"male","Summer",1,"West"
"Employed",3.6,25,"High School Degree","Not Married","White",0,"female","Summer",0,"West"
"Employed",3,55,"High School Degree","Not Married","White",1,"female","Summer",0,"South"
"Not in the labor force",2.8,42,"High School Degree","Not Married","Black",0,"male","Summer",0,"Northeast"
"Not in the labor force",3.5,60,"Less than High School","Not Married","Hispanic",0,"male","Summer",0,"South"
"Employed",3.2,26,"High School Degree","Not Married","White",0,"male","Summer",1,"Midwest"
"Employed",4.5,40,"High School Degree","Married","White",1,"male","Summer",0,"Northeast"
"Employed",3.5,42,"High School Degree","Married","White",1,"male","Summer",1,"South"
"Employed",5.5,57,"High School Degree","Not Married","Black",0,"male","Summer",0,"South"
"Employed",3.8,30,"High School Degree","Married","White",0,"female","Summer",1,"Midwest"
"Employed",4.3,48,"High School Degree","Not Married","Black",0,"male","Summer",0,"South"
"Employed",3.2,53,"Bachelor/Master's and above","Married","Black",1,"female","Summer",0,"Midwest"
"Unemployed",3.6,45,"Bachelor/Master's and above","Married","White",1,"female","Summer",0,"West"
"Not in the labor force",3.9,54,"Less than High School","Married","Hispanic",1,"female","Summer",1,"West"
"Not in the labor force",3,37,"High School Degree","Not Married","Hispanic",1,"female","Summer",0,"South"
"Employed",4.2,60,"High School Degree","Not Married","White",0,"female","Summer",0,"Midwest"
"Employed",4,37,"High School Degree","Not Married","White",1,"male","Summer",1,"Midwest"
"Employed",3.9,52,"Bachelor/Master's and above","Not Married","White",0,"female","Summer",0,"Northeast"
"Employed",2.6,40,"Bachelor/Master's and above","Married","White",0,"male","Summer",0,"West"
"Employed",3.6,40,"High School Degree","Married","White",1,"male","Summer",0,"South"
"Employed",3.1,36,"Bachelor/Master's and above","Married","White",1,"male","Summer",0,"Midwest"
"Employed",3.8,45,"High School Degree","Married","White",1,"male","Summer",1,"Midwest"
"Employed",3.5,43,"High School Degree","Not Married","White",0,"male","Summer",0,"South"
"Employed",2.7,30,"Bachelor/Master's and above","Not Married","White",0,"male","Summer",1,"South"
"Employed",3.1,50,"High School Degree","Not Married","White",1,"female","Summer",1,"Midwest"
"Employed",2.9,57,"Less than High School","Not Married","White",0,"male","Summer",1,"West"
"Employed",3.5,60,"Bachelor/Master's and above","Married","Black",0,"male","Summer",0,"Northeast"
"Employed",3.5,59,"High School Degree","Married","Hispanic",1,"male","Summer",0,"South"
"Employed",2.8,46,"High School Degree","Not Married","White",1,"male","Summer",0,"Midwest"
"Employed",3.6,46,"Bachelor/Master's and above","Married","White",0,"female","Summer",1,"South"
"Employed",2.8,44,"High School Degree","Married","White",1,"male","Summer",1,"Midwest"
"Unemployed",3.2,26,"Less than High School","Married","White",1,"male","Summer",1,"Midwest"
"Employed",3.5,53,"High School Degree","Married","Hispanic",1,"female","Summer",0,"South"
"Employed",3.6,42,"Bachelor/Master's and above","Married","White",1,"male","Summer",1,"South"
"Employed",4.9,40,"Less than High School","Not Married","Black",0,"female","Summer",0,"South"
"Employed",4,33,"Bachelor/Master's and above","Not Married","White",0,"female","Summer",1,"Midwest"
"Employed",4.2,26,"Bachelor/Master's and above","Not Married","Asian",0,"female","Summer",0,"West"
"Employed",3.5,38,"Bachelor/Master's and above","Married","White",1,"male","Summer",0,"South"
"Employed",3.9,57,"Bachelor/Master's and above","Not Married","Black",0,"female","Summer",0,"Northeast"
"Employed",3.9,34,"Bachelor/Master's and above","Married","White",0,"female","Summer",0,"West"
"Employed",4.2,26,"Bachelor/Master's and above","Not Married","White",0,"female","Summer",1,"West"
"Employed",4.5,54,"High School Degree","Married","White",0,"female","Summer",1,"Northeast"
"Employed",3,39,"Bachelor/Master's and above","Married","White",1,"female","Summer",1,"South"
"Employed",3,41,"Bachelor/Master's and above","Married","Black",1,"female","Summer",1,"South"
"Employed",4.2,53,"Bachelor/Master's and above","Married","Asian",1,"male","Summer",0,"West"
"Not in the labor force",4.2,31,"Less than High School","Married","White",1,"female","Summer",0,"Midwest"
"Not in the labor force",3.5,60,"High School Degree","Married","Hispanic",0,"male","Summer",0,"South"
"Not in the labor force",4.2,34,"High School Degree","Married","White",1,"female","Summer",0,"Midwest"
"Employed",2.8,58,"Bachelor/Master's and above","Not Married","Black",0,"male","Summer",0,"South"
"Employed",3.9,57,"High School Degree","Married","White",0,"male","Summer",1,"Northeast"
"Employed",2.6,53,"Bachelor/Master's and above","Married","White",1,"female","Summer",0,"West"
"Employed",4.8,33,"High School Degree","Not Married","White",1,"female","Summer",0,"West"
"Employed",3.9,45,"High School Degree","Not Married","White",1,"female","Summer",0,"West"
"Employed",3.8,27,"Bachelor/Master's and above","Not Married","White",0,"male","Summer",1,"Midwest"
"Unemployed",4.5,38,"High School Degree","Not Married","White",1,"male","Summer",0,"Northeast"
"Employed",3.5,35,"Bachelor/Master's and above","Married","White",1,"male","Summer",0,"South"
"Employed",2.4,54,"Bachelor/Master's and above","Not Married","White",0,"male","Summer",0,"Midwest"
"Not in the labor force",3.3,57,"Bachelor/Master's and above","Not Married","White",0,"female","Summer",0,"South"
"Employed",3.4,27,"High School Degree","Married","Hispanic",0,"male","Summer",1,"Midwest"
"Not in the labor force",4,57,"Bachelor/Master's and above","Not Married","White",0,"male","Summer",1,"Midwest"
"Employed",3.9,54,"High School Degree","Married","White",0,"male","Summer",0,"West"
"Employed",3.2,36,"Bachelor/Master's and above","Not Married","White",1,"female","Summer",0,"Midwest"
"Employed",3.9,33,"Bachelor/Master's and above","Married","White",1,"male","Summer",0,"West"
"Employed",2.6,58,"High School Degree","Not Married","White",0,"male","Summer",0,"Northeast"
"Employed",4.9,48,"Bachelor/Master's and above","Married","White",1,"male","Summer",0,"South"
"Employed",3.3,35,"Less than High School","Married","Hispanic",1,"male","Summer",0,"South"
"Not in the labor force",4.2,55,"High School Degree","Not Married","White",0,"female","Summer",0,"Midwest"
"Employed",3.5,60,"High School Degree","Married","White",0,"male","Summer",1,"South"
"Employed",4.2,32,"Bachelor/Master's and above","Married","White",0,"male","Summer",1,"West"
"Not in the labor force",3,39,"Bachelor/Master's and above","Married","White",1,"female","Summer",1,"South"
"Employed",3.8,48,"Bachelor/Master's and above","Married","White",1,"male","Summer",1,"South"
"Employed",3.8,36,"Bachelor/Master's and above","Married","White",1,"female","Summer",0,"Midwest"
"Employed",3.6,50,"Bachelor/Master's and above","Married","White",1,"male","Summer",0,"South"
"Employed",2.8,32,"High School Degree","Married","White",1,"female","Summer",0,"South"
"Employed",3.5,48,"High School Degree","Married","Hispanic",1,"male","Summer",0,"Northeast"
"Employed",3.5,50,"High School Degree","Married","Black",0,"male","Summer",0,"South"
"Employed",3.6,44,"High School Degree","Married","White",1,"male","Summer",1,"South"
"Employed",4.3,40,"Bachelor/Master's and above","Married","White",1,"male","Summer",1,"South"
"Employed",4.5,25,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Summer",1,"Northeast"
"Employed",3.5,34,"High School Degree","Married","White",1,"female","Summer",0,"Northeast"
"Employed",3.1,38,"Bachelor/Master's and above","Married","White",1,"male","Summer",0,"Midwest"
"Not in the labor force",3.2,37,"High School Degree","Married","Black",1,"female","Summer",1,"Midwest"
"Employed",3.9,47,"Bachelor/Master's and above","Not Married","White",1,"female","Summer",1,"West"
"Employed",2.8,32,"Bachelor/Master's and above","Married","Asian",1,"male","Summer",0,"Northeast"
"Employed",3.5,35,"Bachelor/Master's and above","Married","White",1,"male","Summer",0,"Northeast"
"Unemployed",3.9,27,"High School Degree","Not Married","Hispanic",0,"male","Summer",0,"West"
"Employed",3.8,31,"Less than High School","Not Married","Hispanic",0,"male","Summer",0,"South"
"Employed",3.6,34,"Bachelor/Master's and above","Married","White",0,"female","Summer",0,"South"
"Employed",3.5,33,"Bachelor/Master's and above","Married","White",1,"male","Summer",0,"South"
"Employed",3,56,"Bachelor/Master's and above","Married","White",0,"female","Summer",0,"South"
"Employed",3.2,54,"Bachelor/Master's and above","Married","White",1,"male","Summer",1,"Midwest"
"Employed",2.5,38,"Bachelor/Master's and above","Married","White",1,"male","Summer",0,"West"
"Employed",2.5,60,"Bachelor/Master's and above","Married","White",0,"female","Summer",0,"South"
"Employed",3.9,49,"Bachelor/Master's and above","Not Married","Black",0,"male","Summer",0,"Northeast"
"Employed",3.3,28,"Bachelor/Master's and above","Not Married","White",1,"female","Summer",1,"South"
"Employed",3.9,49,"Bachelor/Master's and above","Not Married","White",1,"female","Summer",1,"Northeast"
"Employed",3.4,47,"Bachelor/Master's and above","Married","White",1,"male","Summer",1,"Midwest"
"Not in the labor force",3.6,40,"Bachelor/Master's and above","Married","White",1,"female","Summer",0,"West"
"Employed",3.4,42,"Bachelor/Master's and above","Married","White",1,"male","Summer",1,"South"
"Not in the labor force",2.8,47,"Bachelor/Master's and above","Married","White",1,"male","Summer",1,"Northeast"
"Employed",4,28,"High School Degree","Not Married","White",0,"male","Summer",0,"Midwest"
"Employed",2.5,29,"Bachelor/Master's and above","Married","White",1,"male","Summer",0,"West"
"Employed",3.2,48,"Bachelor/Master's and above","Married","White",0,"female","Summer",1,"Midwest"
"Unemployed",3.8,60,"High School Degree","Married","White",0,"female","Summer",0,"South"
"Employed",4.2,46,"Bachelor/Master's and above","Not Married","White",1,"female","Summer",0,"West"
"Employed",2.8,47,"Bachelor/Master's and above","Married","White",1,"male","Summer",0,"Midwest"
"Not in the labor force",3.6,44,"Bachelor/Master's and above","Married","White",1,"female","Summer",1,"West"
"Not in the labor force",3.5,35,"Bachelor/Master's and above","Married","White",1,"female","Summer",0,"South"
"Not in the labor force",3,26,"High School Degree","Married","Hispanic",1,"female","Summer",1,"South"
"Employed",2.4,48,"High School Degree","Married","White",1,"male","Summer",0,"Northeast"
"Employed",4.3,36,"High School Degree","Married","White",1,"female","Summer",0,"South"
"Employed",3.3,56,"High School Degree","Married","White",0,"male","Summer",0,"South"
"Not in the labor force",2.8,40,"High School Degree","Married","Hispanic",1,"female","Summer",1,"South"
"Not in the labor force",3.5,46,"Bachelor/Master's and above","Married","Asian",1,"female","Summer",0,"South"
"Employed",2.9,54,"High School Degree","Married","Hispanic",0,"female","Summer",1,"West"
"Employed",3.2,27,"Bachelor/Master's and above","Not Married","White",0,"female","Summer",0,"Midwest"
"Employed",4.9,55,"High School Degree","Not Married","White",0,"male","Summer",1,"South"
"Employed",3.5,51,"Less than High School","Married","Hispanic",1,"male","Summer",0,"South"
"Employed",3.5,29,"Bachelor/Master's and above","Not Married","White",0,"female","Summer",0,"West"
"Employed",2.8,45,"Bachelor/Master's and above","Married","White",1,"female","Summer",0,"Northeast"
"Not in the labor force",4.6,34,"Bachelor/Master's and above","Married","White",1,"female","Summer",1,"West"
"Employed",4.2,45,"High School Degree","Not Married","White",0,"male","Summer",1,"Midwest"
"Employed",3.1,25,"Bachelor/Master's and above","Not Married","White",0,"female","Summer",0,"Midwest"
"Employed",3.6,26,"Bachelor/Master's and above","Not Married","White",0,"male","Summer",1,"South"
"Employed",3.8,59,"High School Degree","Not Married","White",0,"female","Summer",1,"Midwest"
"Not in the labor force",4.2,60,"High School Degree","Married","White",0,"male","Summer",1,"Midwest"
"Employed",4.9,51,"Bachelor/Master's and above","Not Married","Black",0,"male","Summer",1,"South"
"Employed",3.4,59,"High School Degree","Not Married","Black",0,"male","Summer",0,"South"
"Employed",3.9,46,"Bachelor/Master's and above","Married","White",1,"male","Summer",0,"West"
"Not in the labor force",3.2,60,"Bachelor/Master's and above","Married","White",0,"female","Summer",0,"Midwest"
"Employed",3.8,42,"Bachelor/Master's and above","Not Married","White",1,"female","Summer",1,"Midwest"
"Employed",5.5,38,"Bachelor/Master's and above","Married","White",1,"female","Summer",0,"South"
"Employed",3.6,56,"Less than High School","Not Married","White",0,"male","Summer",0,"South"
"Not in the labor force",3.5,43,"Bachelor/Master's and above","Not Married","Hispanic",1,"female","Summer",0,"South"
"Employed",3.5,38,"Bachelor/Master's and above","Married","White",1,"female","Summer",1,"South"
"Not in the labor force",4.2,38,"Bachelor/Master's and above","Married","White",1,"female","Summer",0,"West"
"Not in the labor force",3.5,57,"High School Degree","Not Married","Hispanic",0,"male","Summer",1,"South"
"Employed",3.3,40,"Bachelor/Master's and above","Married","White",1,"male","Summer",1,"South"
"Employed",3.8,43,"Bachelor/Master's and above","Married","White",1,"male","Summer",0,"Midwest"
"Employed",2.8,41,"Bachelor/Master's and above","Married","White",1,"female","Summer",0,"Midwest"
"Employed",3.2,45,"Bachelor/Master's and above","Not Married","White",1,"female","Summer",0,"Midwest"
"Employed",3,33,"High School Degree","Married","White",1,"male","Summer",0,"South"
"Employed",3.8,27,"High School Degree","Married","Hispanic",0,"female","Summer",1,"Midwest"
"Employed",3,42,"High School Degree","Not Married","Hispanic",0,"male","Summer",1,"South"
"Employed",3.2,47,"Bachelor/Master's and above","Married","White",1,"male","Summer",1,"Midwest"
"Employed",3.4,40,"High School Degree","Not Married","White",0,"male","Summer",0,"Midwest"
"Employed",4,50,"High School Degree","Married","White",0,"female","Summer",0,"Midwest"
