"GEREG","TELFS2","UNEMPLOYRATE","TEAGE","PEEDUCA","PEMARITL","PTDTRACE","CHILD","TESEX","SEASON","STATE","WEEKDAY"
1,"Employed",4.2,32,"High School Degree","Married","White",1,"male","Summer","Pennsylvania",1
1,"Employed",3.9,28,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","New York",0
3,"Not in the labor force",3.5,52,"Bachelor/Master's and above","Married","White",0,"female","Summer","Tennessee",0
2,"Employed",3,28,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","South Dakota",1
3,"Not in the labor force",3.6,41,"Less than High School","Not Married","White",0,"male","Summer","Arkansas",0
3,"Not in the labor force",3.7,56,"High School Degree","Married","Black",0,"male","Summer","Texas",0
3,"Employed",3.4,28,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Summer","Florida",0
3,"Employed",3.6,48,"Bachelor/Master's and above","Married","White",0,"female","Summer","Arkansas",1
4,"Employed",3,27,"High School Degree","Married","Hispanic",1,"male","Summer","Utah",0
4,"Employed",4.2,56,"Bachelor/Master's and above","Married","Hispanic",0,"female","Summer","California",0
4,"Employed",4,39,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Oregon",1
3,"Employed",3.9,53,"High School Degree","Not Married","Black",0,"male","Summer","Alabama",0
3,"Unemployed",3.4,39,"Less than High School","Not Married","Hispanic",0,"female","Summer","Florida",0
3,"Employed",3.4,35,"High School Degree","Not Married","White",0,"male","Summer","Florida",0
4,"Employed",4.2,35,"Bachelor/Master's and above","Married","Hispanic",1,"male","Summer","California",0
1,"Employed",3.3,57,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Massachusetts",0
1,"Not in the labor force",3.3,32,"High School Degree","Not Married","White",1,"female","Summer","Maine",1
4,"Employed",4.2,46,"High School Degree","Married","Asian",1,"male","Summer","California",0
3,"Employed",3.7,42,"Bachelor/Master's and above","Married","White",1,"male","Summer","Texas",1
4,"Not in the labor force",4.2,42,"Less than High School","Married","Hispanic",1,"female","Summer","California",1
4,"Employed",4.8,57,"High School Degree","Married","White",0,"male","Summer","New Mexico",1
1,"Employed",3.3,38,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","Massachusetts",0
1,"Employed",4.2,32,"Bachelor/Master's and above","Not Married","Asian",0,"female","Summer","Pennsylvania",0
3,"Not in the labor force",3.8,59,"High School Degree","Married","White",0,"male","Summer","Georgia",1
3,"Employed",3.7,40,"High School Degree","Not Married","Hispanic",0,"female","Summer","Texas",1
2,"Employed",2.5,32,"High School Degree","Married","White",1,"male","Summer","Iowa",1
4,"Employed",3.6,57,"High School Degree","Not Married","White",0,"male","Summer","Montana",1
2,"Employed",2.9,46,"High School Degree","Not Married","White",1,"male","Summer","Nebraska",1
3,"Employed",2.9,36,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Virginia",0
3,"Employed",3.7,50,"High School Degree","Married","Hispanic",0,"female","Summer","Texas",0
2,"Not in the labor force",4.4,53,"Less than High School","Married","White",0,"female","Summer","Ohio",1
3,"Employed",2.9,57,"Less than High School","Not Married","White",0,"male","Summer","Virginia",0
4,"Employed",4.2,35,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","California",1
4,"Employed",4,53,"High School Degree","Not Married","White",0,"male","Summer","Oregon",1
3,"Employed",3.7,29,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Summer","Texas",0
3,"Employed",3.9,41,"Bachelor/Master's and above","Married","White",1,"male","Summer","Maryland",1
2,"Employed",2.8,56,"High School Degree","Married","White",1,"female","Summer","Minnesota",1
2,"Not in the labor force",3.5,55,"High School Degree","Married","White",0,"female","Summer","Indiana",0
2,"Employed",3,35,"High School Degree","Not Married","Black",1,"female","Summer","Missouri",0
3,"Employed",3.3,30,"Bachelor/Master's and above","Married","White",1,"female","Summer","South Carolina",0
3,"Not in the labor force",3.7,54,"High School Degree","Married","Hispanic",0,"female","Summer","Texas",1
3,"Not in the labor force",3.7,55,"High School Degree","Not Married","Black",0,"male","Summer","Texas",1
4,"Employed",4.2,45,"Bachelor/Master's and above","Not Married","Asian",0,"male","Summer","California",1
4,"Employed",4.2,39,"Bachelor/Master's and above","Married","White",0,"female","Summer","California",0
3,"Employed",3.4,37,"High School Degree","Married","Asian",1,"female","Summer","Florida",0
3,"Not in the labor force",3.9,54,"High School Degree","Not Married","Black",1,"female","Summer","North Carolina",0
4,"Employed",4.4,27,"High School Degree","Not Married","White",1,"female","Summer","Washington",1
3,"Employed",4.7,55,"High School Degree","Not Married","Black",0,"female","Summer","Mississippi",0
3,"Employed",3.7,30,"Bachelor/Master's and above","Married","White",0,"female","Summer","Texas",0
3,"Employed",3.4,56,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","Florida",1
3,"Not in the labor force",4.9,39,"High School Degree","Not Married","Hispanic",1,"female","Summer","Louisiana",1
3,"Employed",3.7,31,"Bachelor/Master's and above","Married","Hispanic",0,"female","Summer","Texas",0
4,"Employed",4.4,33,"High School Degree","Married","White",1,"male","Summer","Washington",0
2,"Employed",3.5,32,"Bachelor/Master's and above","Married","White",1,"male","Summer","Indiana",0
3,"Employed",3.7,51,"High School Degree","Not Married","Hispanic",1,"female","Summer","Texas",0
4,"Employed",4.2,51,"Bachelor/Master's and above","Married","Hispanic",1,"male","Summer","California",1
3,"Employed",2.9,38,"High School Degree","Married","White",1,"male","Summer","Virginia",0
1,"Not in the labor force",4.2,32,"High School Degree","Married","White",1,"female","Summer","Pennsylvania",0
3,"Employed",2.9,40,"High School Degree","Not Married","Black",1,"female","Summer","Virginia",1
2,"Employed",2.5,43,"Bachelor/Master's and above","Married","White",1,"male","Summer","Iowa",0
2,"Employed",3.2,53,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Kansas",1
1,"Employed",4.2,38,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","Pennsylvania",1
1,"Employed",3.9,36,"High School Degree","Not Married","White",1,"female","Summer","New York",1
4,"Employed",4.4,38,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Nevada",1
2,"Employed",4.4,49,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Ohio",0
4,"Employed",3.2,36,"High School Degree","Not Married","White",1,"female","Summer","Colorado",0
2,"Employed",3.9,27,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Michigan",0
1,"Unemployed",3.3,59,"Less than High School","Married","White",0,"male","Summer","Massachusetts",1
1,"Not in the labor force",3.9,60,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","New York",0
3,"Employed",3.9,58,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","North Carolina",0
1,"Employed",3.9,54,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","New York",0
2,"Not in the labor force",4.3,42,"High School Degree","Not Married","Black",1,"female","Summer","Illinois",1
1,"Employed",3.9,50,"High School Degree","Married","White",0,"female","Summer","New York",0
3,"Employed",3.7,36,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Summer","Texas",0
2,"Employed",4.3,51,"High School Degree","Married","White",0,"female","Summer","Illinois",0
3,"Employed",4.7,34,"Less than High School","Not Married","Black",1,"female","Summer","Mississippi",0
4,"Employed",2.8,48,"Bachelor/Master's and above","Married","Black",1,"male","Summer","Idaho",1
2,"Employed",2.6,59,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","North Dakota",1
3,"Not in the labor force",4.4,60,"High School Degree","Not Married","White",0,"male","Summer","Kentucky",1
2,"Employed",4.4,36,"Bachelor/Master's and above","Not Married","Black",0,"male","Summer","Ohio",0
3,"Employed",3.5,28,"High School Degree","Married","White",0,"female","Summer","Tennessee",0
2,"Employed",3,60,"High School Degree","Married","White",0,"male","Summer","Wisconsin",1
3,"Employed",3.4,54,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","Florida",0
4,"Employed",4,35,"High School Degree","Married","Hispanic",1,"male","Summer","Oregon",0
1,"Employed",2.5,57,"Bachelor/Master's and above","Married","White",1,"female","Summer","New Hampshire",0
3,"Employed",2.9,47,"Bachelor/Master's and above","Married","White",1,"female","Summer","Virginia",0
3,"Employed",3.9,44,"High School Degree","Married","Hispanic",1,"female","Summer","North Carolina",0
2,"Employed",3.5,31,"Less than High School","Not Married","White",0,"male","Summer","Indiana",0
2,"Employed",4.4,59,"High School Degree","Married","White",0,"male","Summer","Ohio",1
1,"Employed",3.9,60,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","New Jersey",1
4,"Employed",4.2,43,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","California",0
4,"Employed",4.2,55,"High School Degree","Married","White",0,"female","Summer","California",0
4,"Not in the labor force",4.2,54,"High School Degree","Not Married","White",0,"female","Summer","California",0
2,"Employed",4.4,58,"Bachelor/Master's and above","Married","White",0,"female","Summer","Ohio",0
1,"Employed",4.2,30,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Pennsylvania",1
2,"Employed",2.9,35,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Nebraska",0
1,"Not in the labor force",3.9,60,"Bachelor/Master's and above","Married","White",0,"male","Summer","New York",0
4,"Employed",4.2,28,"High School Degree","Not Married","Black",0,"male","Summer","California",0
1,"Employed",3.9,28,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Summer","New York",0
3,"Not in the labor force",3.3,28,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","South Carolina",0
2,"Unemployed",4.4,28,"Less than High School","Married","White",1,"male","Summer","Ohio",0
3,"Employed",3.8,50,"High School Degree","Married","White",1,"female","Summer","Georgia",0
2,"Not in the labor force",4.3,26,"High School Degree","Not Married","Black",0,"female","Summer","Illinois",1
2,"Employed",4.3,38,"Bachelor/Master's and above","Married","White",1,"male","Summer","Illinois",0
1,"Employed",4.2,43,"Bachelor/Master's and above","Married","White",1,"female","Summer","Pennsylvania",0
4,"Employed",3.2,47,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","Colorado",0
2,"Employed",3.5,52,"High School Degree","Not Married","Black",1,"female","Summer","Indiana",0
3,"Employed",3.6,27,"High School Degree","Married","White",1,"male","Summer","Arkansas",1
3,"Not in the labor force",4.7,36,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","Mississippi",0
1,"Employed",3.9,57,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","New Jersey",0
3,"Employed",3.4,29,"Bachelor/Master's and above","Not Married","Black",0,"female","Summer","Florida",0
3,"Employed",3.4,58,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Florida",1
3,"Employed",3.9,35,"Bachelor/Master's and above","Married","White",0,"female","Summer","North Carolina",0
3,"Not in the labor force",3.7,60,"Bachelor/Master's and above","Married","Hispanic",0,"female","Summer","Texas",0
1,"Employed",4.2,60,"High School Degree","Married","White",0,"male","Summer","Pennsylvania",1
3,"Unemployed",3.4,49,"Bachelor/Master's and above","Married","Hispanic",0,"male","Summer","Florida",0
1,"Employed",4,35,"High School Degree","Not Married","White",1,"female","Summer","Connecticut",0
2,"Employed",3.2,29,"High School Degree","Married","White",1,"male","Summer","Kansas",0
4,"Employed",4.2,37,"Bachelor/Master's and above","Married","White",1,"male","Summer","California",0
4,"Employed",3,25,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Utah",0
2,"Employed",3.9,40,"Bachelor/Master's and above","Married","White",1,"female","Summer","Michigan",0
2,"Employed",4.3,44,"Bachelor/Master's and above","Married","White",0,"male","Summer","Illinois",0
3,"Employed",3.8,51,"High School Degree","Married","Black",0,"male","Summer","Georgia",1
2,"Employed",2.8,40,"Bachelor/Master's and above","Married","White",1,"male","Summer","Minnesota",0
4,"Not in the labor force",4.4,31,"Bachelor/Master's and above","Married","White",1,"female","Summer","Washington",1
1,"Not in the labor force",3.8,40,"High School Degree","Not Married","White",0,"male","Summer","Rhode Island",1
2,"Employed",4.4,26,"High School Degree","Married","White",0,"male","Summer","Ohio",1
2,"Unemployed",4.3,51,"High School Degree","Not Married","White",1,"male","Summer","Illinois",1
3,"Employed",3.8,51,"High School Degree","Not Married","Black",0,"male","Summer","Georgia",1
3,"Not in the labor force",3.5,58,"High School Degree","Not Married","Black",0,"female","Summer","Tennessee",0
2,"Employed",3.5,32,"Less than High School","Married","White",1,"female","Summer","Indiana",1
3,"Employed",5.6,26,"Bachelor/Master's and above","Not Married","Black",0,"female","Summer","District of Columbia",1
2,"Employed",2.8,43,"Bachelor/Master's and above","Married","White",1,"male","Summer","Minnesota",0
2,"Employed",4.4,44,"High School Degree","Married","Hispanic",0,"female","Summer","Ohio",1
3,"Unemployed",3.5,28,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Tennessee",1
4,"Employed",4.2,57,"High School Degree","Not Married","White",0,"female","Summer","California",0
3,"Not in the labor force",3.9,42,"Less than High School","Not Married","Hispanic",1,"male","Summer","North Carolina",0
3,"Not in the labor force",3.8,54,"Bachelor/Master's and above","Married","Black",0,"female","Summer","Georgia",0
4,"Employed",4.2,32,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","California",1
3,"Not in the labor force",3.7,52,"Less than High School","Married","Hispanic",0,"male","Summer","Texas",1
3,"Employed",2.9,46,"Bachelor/Master's and above","Not Married","White",1,"male","Summer","Virginia",1
4,"Employed",4.2,45,"High School Degree","Not Married","White",0,"female","Summer","California",1
2,"Employed",3.5,46,"Bachelor/Master's and above","Married","White",1,"male","Summer","Indiana",0
4,"Employed",4.4,31,"High School Degree","Not Married","White",0,"male","Summer","Washington",0
2,"Employed",3.2,40,"Bachelor/Master's and above","Married","White",1,"female","Summer","Kansas",1
3,"Employed",3.4,28,"Bachelor/Master's and above","Married","Hispanic",0,"male","Summer","Florida",0
2,"Employed",3,30,"High School Degree","Not Married","White",0,"male","Summer","Missouri",0
